"id","Kategorie","Name","Partei","Wahlkreis","Geschlecht","Kommentar","Bild","tags","Wikipedia_URL","Homepage_URL","SM_Twitter_user","SM_Twitter_id","SM_Twitter_verifiziert","SM_Facebook_id","SM_Facebook_user","SM_Facebook_verifiziert","SM_Youtube_user","SM_Youtube_id","SM_Youtube_verifiziert","SM_Instagram_user","SM_Instagram_id","SM_Instagram_verifiziert","SM_Telegram_user","SM_Telegram_id","SM_Telegram_verifiziert","created_at","created_by","modified_at","modified_by"
"fa64057f-0c31-4939-8f7f-f8b8c51eb19a","Niedersächsischer Landtag","Grant Hendrik Tonne","SPD","Landesliste","","nachgerückt am 23. April 2020 für Dirk Adomat","https://de.wikipedia.org/wiki/Datei:Tonne,_Grant_Hendrik_crop.jpg","","https://de.wikipedia.org/wiki/Grant_Hendrik_Tonne","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"d3b1ad32-1e36-48dd-846a-d60c7b50656c","Niedersächsischer Landtag","Eva Viehoff","GRÜNE","Landesliste","weiblich","","https://de.wikipedia.org/wiki/Datei:Viehoff,_Eva.jpg","","https://de.wikipedia.org/wiki/Eva_Viehoff","","eva_viehoff","23039801","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"19bd36ff-5ef2-4bc0-b617-b4e9c4017ed7","Niedersächsischer Landtag","Ulrich Watermann","SPD","Bad Pyrmont","männlich","","https://de.wikipedia.org/wiki/Datei:Watermann,_Ulrich.jpg","","https://de.wikipedia.org/wiki/Ulrich_Watermann","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"281cb089-99fb-423a-8769-c762642df301","Niedersächsischer Landtag","Stephan Weil","SPD","Hannover-Buchholz","","","https://de.wikipedia.org/wiki/Datei:Stephan_Weil_(2013)_cropped.jpg","","https://de.wikipedia.org/wiki/Stephan_Weil","","MpStephanWeil","2831352701","","192914530744779","Stephan.Weil","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"8de1b733-375d-4e55-a94a-f7095e274cf1","Niedersächsischer Landtag","Stefan Wenzel","GRÜNE","Landesliste","männlich","","https://de.wikipedia.org/wiki/Datei:Wenzel,_Stefan.jpg","","https://de.wikipedia.org/wiki/Stefan_Wenzel","","StefWenzel","61729247","","223539008173412","StefanWenzelGruene","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"4f358bff-2a98-40ab-8e02-6ec1dbc33e8a","Niedersächsischer Landtag","Lasse Weritz","CDU","Geestland","männlich","","https://de.wikipedia.org/wiki/Datei:Weritz,_Lasse.jpg","","https://de.wikipedia.org/wiki/Lasse_Weritz","","","","","127969874487330","LWeritz","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"f9b516cb-6511-40c1-8ffc-acb0f88b38b9","Niedersächsischer Landtag","Thela Wernstedt","SPD","Hannover-Linden","weiblich","","https://de.wikipedia.org/wiki/Datei:Thela_Wernstedt.jpg","","https://de.wikipedia.org/wiki/Thela_Wernstedt","","","","","254155828336349","Thela Wernstedt","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"adae186f-1d46-4f38-bf76-a6d0658ed8ef","Niedersächsischer Landtag","Editha Westmann","CDU","Landesliste","weiblich","","https://de.wikipedia.org/wiki/Datei:Westmann,_Editha.jpg","","https://de.wikipedia.org/wiki/Editha_Westmann","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"81c3cf9d-a38d-4ca9-a0f5-08d2680c14d9","Niedersächsischer Landtag","Klaus Wichmann","fraktionslos","Landesliste","männlich","Auflösung der AfD-Fraktion am 29. September 2020[4]","https://de.wikipedia.org/wiki/Datei:2018-02-28_AfD_Klaus_Wichmann_MdL-6233.jpg","","https://de.wikipedia.org/wiki/Klaus_Wichmann","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
"2a94c4bc-8b78-4b89-ba85-df0d5926e8ff","Niedersächsischer Landtag","Stefan Wirtz","fraktionslos","Landesliste","männlich","Austritt aus der AfD-Fraktion am 22. September 2020[2]","https://de.wikipedia.org/wiki/Datei:Placeholder_staff_photo.svg","","https://de.wikipedia.org/wiki/Stefan_Wirtz","","","","","","","","","","","","","","","","","2021-03-30 20:59:52","admin","2021-03-30 20:59:52","admin"
